Número;Ticket#;Antigüedad;Título;Creado;Last Changed;Fecha de cierre;Cola;Estado;Prioridad;Tiempo contabilizado;SolutionTime;Proceso;Actividad;Cliente;Parche;Estandar;Soporte;Estado de implementacion;Parche Normalizado;Resultado del pasaje;Fecha de aplicacion en TEST;Fecha de aplicacion en PROD;OT;Horas NM;Tipo;Dificultad;Consultor;Estado Desarrollo de OTs;OT Dependiente;Fecha Desarrollo Iniciado;Fecha Fin de Desarrollo;Desarrollador;Fecha Estimada de Entrega;Ticket;Funcional;Modulo / Entidad
262;2022033101000081;91 d 6 h ;SP para la invocacion del WS de Datos SAIEP;2022-03-31 12:25:13;2022-05-23 16:38:49;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220407la-04;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220331_02;4;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;OT_LA_20220331_01;2022-04-07 09:30:00;2022-04-08 09:38:00;mes;2022-04-07 18:00:00;;;
263;2022040501000011;86 d 10 h ;Purga de Planes y Ofertas;2022-04-05 08:54:52;2022-04-12 08:30:02;2022-04-12 08:30:02;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220408ch-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_CH_20220405_01;1;SQL;1;Juan Fernandez;Desarrollo Finalizado;;2022-04-08 12:14:00;2022-04-11 10:22:00;jm;2022-04-08 12:14:00;;;
264;2022040601000064;85 d 7 h ;Modificación WS de recepción de cliente;2022-04-06 11:50:56;2022-04-17 19:41:29;2022-04-17 19:41:29;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;PlusCred;co20220406pd-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;SIN OT;2.5;WSP;2;Andres Veiga;Desarrollo Finalizado;;2022-04-06 11:52:00;2022-04-13 15:59:00;sak;2022-04-06 11:52:00;;;
265;2022040601000117;85 d 4 h ;Exportador de Rendiciones a Establecimientos.;2022-04-06 14:42:49;2022-04-12 08:30:24;2022-04-12 08:30:24;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220407ch-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_CH_20220406_01;6;EXP;3;Juan Fernandez;Desarrollo Finalizado;;2022-04-07 13:35:00;2022-04-07 17:47:00;gpg;2022-04-07 13:35:00;;;
266;2022040601000135;85 d 3 h ;Arreglo en la bandejas de trabajo pluscred;2022-04-06 15:45:38;2022-04-13 18:03:15;2022-04-13 18:03:15;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;PlusCred;"co20220411-02;co20220406pd-02";Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;SIN OT;2;SQL;1;Andres Veiga;Desarrollo Finalizado;;2022-04-06 14:59:00;2022-04-12 08:10:00;jm;2022-04-06 15:59:00;;;
267;2022040701000106;84 d 4 h ;Correcciones en el importador de Descuento de Haberes;2022-04-07 14:18:10;2022-04-13 16:05:12;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;Comahue;co20220408ch-02;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_CH_20220407_01;2;SQL;1;Juan Fernandez;Desarrollo Finalizado;;2022-04-07 17:49:00;2022-04-13 15:45:00;grp;2022-04-14 17:49:00;;;
268;2022040801000097;83 d 3 h ;Correciones a la herramienta de manipulación de trámite;2022-04-08 15:21:06;2022-04-20 10:25:52;2022-04-20 10:25:52;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;PlusCred;co20220411pd-02;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;SIN OT;2.5;SQL;2;Andres Veiga;Desarrollo Finalizado;;2022-04-11 09:21:00;2022-04-19 13:02:00;jm;2022-04-11 17:21:00;;;
269;2022041101000027;80 d 9 h ;ABM Tipo de Actividades;2022-04-11 09:48:46;2022-05-26 13:57:58;2022-04-27 08:40:10;Cerrados;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;MaxiCred;co20220411-04,co20220411mc-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_MC_20220411_01;3;ABM;2;Juan Fernandez;Desarrollo Finalizado;;2022-04-11 10:16:00;2022-04-17 10:24:00;grp;2022-04-12 10:16:00;;;
270;2022041101000036;80 d 9 h ;Ajuste Trámite Alta de Endosos;2022-04-11 09:54:26;2022-04-27 14:48:14;2022-04-27 08:24:00;Cerrados;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220419bf-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_BF_20220408_01;2;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-04-12 14:17:00;2022-04-25 11:03:00;gpg;2022-04-13 14:17:00;;;
271;2022041101000045;80 d 9 h ;Creación de estructura de tablas;2022-04-11 10:09:54;2022-04-27 08:40:42;2022-04-27 08:40:42;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;MaxiCred;co20220412mc-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_MC_20220411_02;1;SQL;1;Juan Fernandez;Desarrollo Finalizado;;2022-04-11 17:54:00;2022-04-18 11:38:00;sak;2022-04-12 17:54:00;;;
272;2022041101000063;80 d 8 h ;Wizard de Originación para MaxiCred;2022-04-11 10:41:10;2022-04-23 20:44:36;;Consultoría::Parches;open;3 normal;0;;OTs;En TEST/Revisión Con...;MaxiCred;co20220412mc-02;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_MC_20220411_03;10;WIZ;5;Juan Fernandez;Desarrollo Finalizado;OT_MC_20220411_02;2022-04-12 09:10:00;2022-04-18 11:38:00;sak;2022-04-13 16:10:00;;;
273;2022041101000072;80 d 8 h ;Plantilla de trámite;2022-04-11 10:45:32;2022-05-19 16:14:54;2022-05-19 16:14:54;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;MaxiCred;co20220412mc-03;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_MC_20220411_04;2;HTML;2;Juan Fernandez;Desarrollo Finalizado;OT_MC_20220411_03;2022-04-13 16:02:00;2022-04-18 11:38:00;sak;2022-04-13 16:02:00;;;
274;2022041101000091;80 d 7 h ;Ajustes WS Datos SAIEP y tabla X_LA_SOLICITUDES_DAT_SAIEP;2022-04-11 11:16:06;2022-05-23 16:39:40;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220420la-02;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_LA_20220411_01;1;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-04-20 09:00:00;2022-04-20 14:00:00;mes;2022-04-20 18:00:00;;;
275;2022041101000223;80 d 2 h ;Perfil y Puesto de Trabajo Team Leader;2022-04-11 17:00:40;2022-05-23 16:40:28;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220421la-01;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220411_02;1;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-04-21 11:20:00;2022-04-22 10:28:00;jm;2022-04-21 12:20:00;;;
276;2022041101000241;80 d 0 h ;Modificaciones wizards pluscred;2022-04-11 18:40:23;2022-04-22 09:08:32;2022-04-22 09:08:24;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;PlusCred;co20220412pd-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;SIN OT;9.5;ABM;5;Andres Veiga;Desarrollo Finalizado;;2022-04-11 18:40:00;2022-04-21 15:53:00;sak;2022-04-11 18:40:00;;;
277;2022041101000269;79 d 22 h ;Modificaciones en resumen_unificado_ch.cgi;2022-04-11 21:07:40;2022-04-26 14:22:19;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;Comahue;co20220419ch-01;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_CH_20220411_01;12;DLG;6;Juan Fernandez;Desarrollo Finalizado;;2022-04-12 12:00:00;2022-04-25 11:09:00;jm;2022-04-18 12:00:00;;;
278;2022041201000052;79 d 7 h ;Exportador Pagos Mis Cuentas 2;2022-04-12 11:16:00;2022-05-23 16:42:14;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220412la-01;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_LA_20220412_01;;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-04-12 10:24:00;2022-04-25 17:50:00;jm;2022-04-12 11:24:00;;;
279;2022041301000078;78 d 7 h ;delays para esperar la respuesta en los SPs de Vtex;2022-04-13 11:56:25;2022-05-19 08:36:56;2022-05-19 08:36:42;Desarrollo de Software::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Visir;co20220413vs-02;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;SIN_OT;4;ABM;1;Armando J. Bohorquez;Desarrollo Finalizado;;2022-04-13 09:00:00;2022-04-18 09:00:00;mes;2022-04-13 18:00:00;;;
280;2022041601000018;74 d 21 h ;OT_FR_20220416_01: Ajustes a la Carpeta de Comercios;2022-04-16 21:45:21;2022-04-22 10:36:58;2022-04-22 10:36:58;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;FinRap;co20220420fr-04, co20220420-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_FR_20220416_01;4;CGI;3;Andres Veiga;Desarrollo Finalizado;;2022-04-20 13:03:00;2022-04-21 10:30:00;gpg;2022-04-20 13:03:00;;;
281;2022041601000027;74 d 21 h ;OT_FR_20220416_02: Purga;2022-04-16 21:47:19;2022-04-27 08:41:56;2022-04-27 08:41:56;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;FinRap;xo20220419fr-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_FR_20220416_02;2;SQL;3;Andres Veiga;Desarrollo Finalizado;;2022-04-19 15:45:00;2022-04-22 15:46:00;sak;2022-04-19 15:45:00;;;
282;2022041601000036;74 d 21 h ;OT_FR_20220416_03: Estrategia de Trámite de Originación;2022-04-16 21:49:19;2022-04-27 08:41:16;2022-04-27 08:41:16;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;FinRap;co20220420fr-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_FR_20220416_03;2;SQL;3;Andres Veiga;Desarrollo Finalizado;;2022-04-20 08:41:00;2022-04-22 15:47:00;sak;2022-04-20 08:41:00;;;
283;2022041601000045;74 d 21 h ;OT_FR_20220416_04: Motivos de Rechazo/Desaprobación;2022-04-16 21:51:07;2022-04-22 10:35:54;2022-04-22 10:35:54;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;FinRap;co20220420fr-02;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_FR_20220416_04;2;ABM;3;Andres Veiga;Desarrollo Finalizado;;2022-04-20 10:27:00;2022-04-21 15:31:00;sak;2022-04-20 10:27:00;;;
284;2022041601000054;74 d 21 h ;OT_FR_20220416_05: Tipo de Trámite “Solicitud de Préstamo”;2022-04-16 21:52:47;2022-04-27 08:41:37;2022-04-27 08:41:37;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;FinRap;co20220421fr-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_FR_20220416_05;2;TRA;3;Andres Veiga;Desarrollo Finalizado;;2022-04-21 15:26:00;2022-04-22 15:47:00;sak;2022-04-21 15:26:00;;;
285;2022041601000072;74 d 21 h ;OT_FR_20220416_07: SP de SCORE;2022-04-16 21:56:20;2022-06-21 21:40:47;2022-06-21 21:40:47;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;FinRap;co20220421fr-02;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_FR_20220416_07;2;SQL;2;Andres Veiga;Desarrollo Finalizado;;2022-04-21 13:06:00;2022-04-22 16:05:00;gpg;2022-04-21 13:06:00;;;
286;2022041601000081;74 d 21 h ;OT_FR_20220416_08: Ventana de Autorizaciones;2022-04-16 21:57:41;2022-04-28 10:30:11;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;FinRap;co20220427fr-01;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_FR_20220416_08;12;DLG;7;Andres Veiga;Desarrollo Finalizado;;2022-04-27 10:59:00;2022-04-28 10:30:00;gpg;2022-04-27 10:59:00;;;
287;2022042001000028;71 d 8 h ;Trámite Registro de Inversores;2022-04-20 11:00:21;2022-06-06 16:40:04;2022-04-27 08:46:43;Cerrados;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Auto Cash;co20220421ah-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_AH_20220420_01;4;TRA;1;Juan Fernandez;Desarrollo Finalizado;;2022-04-21 09:55:00;2022-04-25 13:50:00;gpg;2022-04-21 09:55:00;;;
288;2022042001000108;71 d 4 h ;Cónyuges - Garantes en Wizard;2022-04-20 14:30:56;2022-05-19 16:33:30;2022-05-19 16:33:30;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Auto Cash;co20220421ah-02;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_AH_20220420_02;2;WIZ;1;Juan Fernandez;Desarrollo Finalizado;;2022-04-21 14:00:00;2022-04-26 13:21:00;jm;2022-04-21 16:00:00;;;
289;2022042001000117;71 d 3 h ;Desarrollo de ABM AdHoc  para Prestomas o Mas cobranzas;2022-04-20 15:22:31;2022-05-31 10:16:10;2022-05-31 10:16:10;Desarrollo de Software::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;PrestoMas;co20220420pm-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;SIN_OT;3;ABM;2;Armando J. Bohorquez;Desarrollo Finalizado;;2022-04-20 16:00:00;2022-04-21 09:19:00;jm;2022-04-20 18:00:00;;;
290;2022042101000053;70 d 6 h ;Tramos de Mora para Cuotas;2022-04-21 12:32:58;2022-04-27 08:47:40;2022-04-27 08:47:40;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Auto Cash;co20220422ah-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_AH_20220420_03;2;SQL;1;Juan Fernandez;Desarrollo Finalizado;;2022-04-21 17:00:00;2022-04-25 11:19:00;jm;2022-04-22 10:00:00;;;
291;2022042101000081;70 d 5 h ;Reporte Vintage;2022-04-21 13:30:54;2022-05-09 14:59:15;2022-05-09 14:59:15;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Auto Cash;co20220422ah-02;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_AH_20220421_01;8;SQL;3;Juan Fernandez;Desarrollo Finalizado;OT_AH_20220420_03;2022-04-22 15:59:00;2022-04-28 14:00:00;gpg;2022-04-22 15:59:00;;;
292;2022042101000124;69 d 23 h ;Manejar las distintas cámaras que puede tener un dispositivo;2022-04-21 19:19:32;2022-04-25 08:27:29;2022-04-25 08:27:29;Desarrollo de Software::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Visir;"co20220421-01;co20220421vs-01;";Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;SIN_OT;4;OTR;4;Armando J. Bohorquez;Desarrollo Finalizado;;2022-04-21 12:24:00;2022-04-21 19:30:00;mes;2022-04-21 19:24:00;;;
293;2022042201000042;69 d 7 h ;Ajuste Trámite Levantamiento de Veraz;2022-04-22 11:12:20;2022-05-23 16:47:03;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220428la-01;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220422_01;0.5;TRA;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-04-28 14:35:00;2022-04-29 09:20:00;gpg;2022-04-28 14:35:00;;;
294;2022042501000135;66 d 2 h ;Arreglo de Estructura - LA  2;2022-04-25 17:01:21;2022-06-13 13:58:10;;Consultoría::Para Testear Cliente;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220428la-02;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220425_01;0.5;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;OT_LA_20220214_01;2022-04-28 14:45:00;2022-04-29 09:21:00;gpg;2022-04-28 14:45:00;;;
295;2022042601000179;64 d 19 h ;OT_PA_20220426_01: Retoque al ABM de Nomencladores Médicos;2022-04-26 23:10:21;2022-04-29 08:16:42;2022-04-29 08:16:42;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Pao;co20220427-01;Checked;Unchecked;Para implementar en PROD;;Correcto;;;OT_PA_20220426_01;1;ABM;1;Andres Veiga;Desarrollo Finalizado;;2022-04-27 10:19:00;2022-04-28 09:20:00;jm;2022-04-27 11:19:00;;;
296;2021110301000291;238 d 23 h ;Condición de validación CUIT_LIBRADOR - Agrupación Líneas;2021-11-03 19:31:09;2022-04-04 10:47:48;2022-01-13 09:59:47;Consultoría::Para Testear;closed successful;4 high;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20211229bf-05;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_BF_20211115_02;6;SQL;7;Nestor Paladino;Desarrollo Finalizado;;2021-12-29 14:21:00;2022-01-12 09:09:00;eis;2021-12-29 14:21:00;;;
297;2021110301000307;238 d 23 h ;Validacion MONTO (entidad) - Agrupación Lineas;2021-11-03 19:39:11;2022-04-04 10:46:39;2022-01-13 10:00:08;Consultoría::Para Testear;closed successful;4 high;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20211229bf-06;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_BF_20211115_01;6;SQL;7;Nestor Paladino;Desarrollo Finalizado;;2021-11-17 16:00:00;2022-01-12 09:10:00;jm;2021-11-18 16:00:00;;;
298;2021110301000316;238 d 23 h ;Condición Validacion MONTO Beneficiario - Agrupación Lineas;2021-11-03 19:40:16;2022-04-04 10:49:16;2022-01-13 09:59:30;Consultoría::Para Testear;closed successful;4 high;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20211229bf-03;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_BF_20211115_03;6;SQL;7;Nestor Paladino;Desarrollo Finalizado;;2021-12-29 14:18:00;2022-01-12 09:07:00;sak;2021-12-29 14:18:00;;;
299;2021122301000054;189 d 7 h ;Agregar la opción en el Importador de Novedades que se puedan descargar los archivos que, luego de la primera validación, dan error;2021-12-23 11:34:29;2022-04-27 08:17:44;2022-04-27 08:17:44;Soporte Técnico Software::Para Testear;closed successful;4 high;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220407bf-02;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_BF_20220407_01;2;DLG;4;Nestor Paladino;Desarrollo Finalizado;;2022-04-07 17:35:00;2022-04-20 12:53:00;gpg;2022-04-07 17:35:00;;;
300;2021113001000104;212 d 6 h ;REQ - Titularidad de Adicionales;2021-11-30 12:17:39;2022-05-24 09:40:02;2022-02-21 14:55:00;Consultoría::Para Testear Cliente;open;5 very high;0;;OTs;Finalizado - Aplicad...;La Anonima;co20220201la-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_LA_20220131_01;2;SQL;2;Andres Veiga;Desarrollo Finalizado;;2022-02-01 10:29:00;2022-02-02 12:45:00;eis;2022-02-01 10:29:00;;;
301;2021120501000025;206 d 20 h ;Importación CARDIF - Archivo 2;2021-12-05 22:48:54;2022-06-08 13:57:37;;Consultoría::Para Testear Cliente;open;5 very high;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220117la-02 co20211213la-01;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_LA_20211205_02;8;IMP;3;Juan Fernandez;Desarrollo Finalizado;OT_LA_20211128_01;2021-12-10 12:17:00;2022-01-18 09:20:00;sak;2021-12-13 17:17:00;;;
302;2021120801000011;204 d 9 h ;Importación GALICIA;2021-12-08 09:49:32;2022-05-23 15:31:46;;Consultoría::Para Testear Cliente;open;5 very high;0;;OTs;En TEST/Revisión Con...;La Anonima;co20211215la-01,co20220201la-02;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_LA_20211206_01;8;SQL;3;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2021-12-14 10:53:00;2022-02-02 09:13:00;grp;2021-12-15 10:53:00;;;
303;2021121601000111;196 d 1 h ;Modificación al Importador de Novedades para que agregue una condición al Tramite Finalización Garantía Sin ejecución;2021-12-16 18:04:26;2022-04-21 10:00:52;2022-02-03 13:57:52;Cerrados;closed successful;5 very high;5;;OTs;En TEST/Revisión Con...;Bice Fideicomisos;co20220120bf-03, co20220106bf-01;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_BF_20211216_02;3;SQL;4;Nestor Paladino;Desarrollo Finalizado;OT_BF_20211216_01;2021-12-21 15:56:00;2022-01-25 16:19:00;gpg;2021-12-23 15:56:00;;;
304;2021122301000045;189 d 8 h ;Importador de Rectificativas;2021-12-23 10:30:38;2022-03-23 15:30:19;;Consultoría::Para Testear Cliente;open;5 very high;0;;OTs;En TEST/Revisión Con...;La Anonima;co20211228la-01,co20220322la-02;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_LA_20211222_03;8;IMP;4;Juan Fernandez;Desarrollo Finalizado;OT_LA_20211222_02;2021-12-23 15:45:00;2022-03-22 17:40:00;grp;2021-12-27 17:45:00;;;
305;2021122301000125;189 d 2 h ;Resúmen estándar de Tarjetas de Crédito;2021-12-23 16:11:37;2022-01-06 12:35:05;2022-01-06 12:35:05;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;Estandar;co20220105-01;Checked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_WF_20211223_01;8;DLG;4;Juan Fernandez;Desarrollo Finalizado;;2021-12-29 11:35:00;2022-01-06 08:53:00;grp;2022-01-03 11:35:00;;;
306;2021122801000072;184 d 5 h ;OT_CH_20211223_01 ajuste en disponible wiz orig.;2021-12-28 13:49:56;2022-01-13 09:51:48;2022-01-13 09:51:48;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;Comahue;co20220106ch-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_CH_20211223_01;2;ABM;1;Diego Bonino;Desarrollo Finalizado;;2022-01-05 13:00:00;2022-01-07 11:02:00;mes;2022-01-06 18:00:00;;;
307;2021122801000198;184 d 2 h ;Importación CARDINAL;2021-12-28 16:22:11;2022-05-23 15:46:23;;Consultoría::Para Testear;open;5 very high;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220105la-01;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20211228_01;4;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-01-05 09:24:00;2022-01-05 13:31:00;grp;2022-01-06 09:24:00;;;
308;2022011701000147;164 d 1 h ;Rectificativas en SP_X_LA_WF_OUT_UIF_CTA_TJ_ABM;2022-01-17 17:59:55;2022-03-31 08:43:02;;Consultoría::Para Testear Cliente;open;5 very high;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220118la-01;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220117_01;2;SQL;2;Juan Fernandez;Desarrollo Finalizado;OT_LA_20211222_02;2022-01-18 10:46:00;2022-01-19 10:21:00;gpg;2022-01-18 10:46:00;;;
309;2022012401000035;157 d 5 h ;Modificaciones en trámite Desconocimiento de Compras o Transacciones;2022-01-24 14:01:10;2022-03-31 08:43:02;;Consultoría::Para Testear Cliente;open;5 very high;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220309la-02;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_LA_20220124_01;4;TRA;3;Juan Fernandez;Desarrollo Finalizado;;2022-03-08 14:30:00;2022-03-11 10:56:00;jm;2022-03-09 14:30:00;;;
310;2022012501000024;156 d 8 h ;REQ - Resolución 1033-2021- Trámites en WF;2022-01-25 10:16:24;2022-06-02 09:29:00;2022-04-13 09:41:36;Cerrados;open;5 very high;0;;OTs;Finalizado - Aplicad...;La Anonima;co20220208la-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_LA_20220207_01;3;TRA;3;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-02-08 09:00:00;2022-02-08 16:12:00;eis;2022-02-08 12:00:00;;;
311;2022020301000046;147 d 6 h ;Dorso de Contrato Prenda;2022-02-03 12:15:32;2022-02-10 19:29:06;2022-02-10 19:29:06;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;Auto Cash;co20220208ah-02;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_AH_20220203_01;5;SQL;4;Juan Fernandez;Desarrollo Finalizado;OT_AH_20210201_01;2022-02-04 11:01:00;2022-02-09 15:33:00;grp;2022-02-07 17:01:00;;;
312;2022020401000017;146 d 9 h ;Importación CARDINAL  - Cambios.;2022-02-04 09:18:21;2022-05-23 16:00:39;;Consultoría::Para Testear;open;5 very high;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220204la-01;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_LA_20220203_01;1;SQL;3;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-02-04 15:00:00;2022-03-07 17:53:00;mes;2022-02-04 12:26:00;;;
313;2022021401000016;136 d 9 h ;Agregar validación al importador de novedades. Campo PERIODO_INFORMADO;2022-02-14 09:57:02;2022-03-29 15:30:14;2022-03-29 15:30:05;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220325bf-03;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_BF_20220322_02;2;SQL;3;Nestor Paladino;Desarrollo Finalizado;;2022-03-25 10:30:00;2022-03-28 09:08:00;mes;2022-03-25 15:00:00;;;
314;2022021701000011;133 d 10 h ;Reporte Envío de mail por cierre de trámite.;2022-02-17 08:44:40;2022-04-13 14:25:14;2022-04-13 09:47:14;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;La Anonima;co20220225la-02;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_LA_20220217_01;2;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-02-25 12:15:00;2022-02-25 16:51:00;eis;2022-02-25 12:15:00;;;
